Sales,Quantity,Discount,Shipping Time,Month,Year,Day Of Week,Unit Price,Item Price,Value Per Item,Discount Amount,Profit,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Category_Office Supplies,Category_Technology,Sub-Category_Appliances,Sub-Category_Art,Sub-Category_Binders,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Copiers,Sub-Category_Envelopes,Sub-Category_Fasteners,Sub-Category_Furnishings,Sub-Category_Labels,Sub-Category_Machines,Sub-Category_Paper,Sub-Category_Phones,Sub-Category_Storage,Sub-Category_Supplies,Sub-Category_Tables,Region_East,Region_South,Region_West
89.97,3,0.0,4,11,2015,1,29.99,29.99,29.99,0.0,37.7874,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
42.6,3,0.0,4,11,2015,1,14.200000000000001,14.200000000000001,14.200000000000001,0.0,16.614,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
5.04,2,0.2,7,11,2014,5,2.52,2.52,2.52,1.008,1.764,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
62.96,4,0.0,5,4,2017,6,15.74,15.74,15.74,0.0,28.332,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5.88,1,0.0,4,11,2017,4,5.88,5.88,5.88,0.0,2.8812,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
977.292,6,0.1,4,11,2017,4,162.882,162.882,162.882,97.7292,173.7408,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9.64,2,0.0,4,10,2017,0,4.82,4.82,4.82,0.0,3.6632,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
40.05,3,0.0,2,12,2014,2,13.35,13.35,13.35,0.0,11.214,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.192,7,0.2,4,9,2017,0,1.456,1.456,1.456,2.0384,3.185,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.784,1,0.2,4,9,2017,0,16.784,16.784,16.784,3.3568,-0.2098,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13.12,5,0.2,4,9,2017,0,2.6239999999999997,2.6239999999999997,2.6239999999999997,2.624,3.772,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.16,5,0.2,3,10,2016,0,3.632,3.632,3.632,3.632,6.583,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
16.056,3,0.2,6,11,2017,6,5.352,5.352,5.352,3.2112000000000003,5.8203,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
223.056,9,0.2,6,11,2017,6,24.784000000000002,24.784000000000002,24.784000000000002,44.611200000000004,69.705,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
540.048,3,0.2,6,11,2017,6,180.016,180.016,180.016,108.0096,-47.2542,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
33.52,2,0.2,7,11,2016,3,16.76,16.76,16.76,6.704000000000001,3.352,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
9.94,2,0.0,7,11,2016,3,4.97,4.97,4.97,0.0,3.0814,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
6.72,4,0.0,6,8,2015,5,1.68,1.68,1.68,0.0,3.36,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1004.976,6,0.2,6,8,2015,5,167.496,167.496,167.496,200.9952,-175.8708,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
17.88,3,0.2,5,12,2017,6,5.96,5.96,5.96,3.576,5.5875,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
396.0,4,0.0,6,9,2016,5,99.0,99.0,99.0,0.0,190.08,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
34.5,3,0.0,0,12,2017,6,11.5,11.5,11.5,0.0,15.525,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.36,2,0.0,3,9,2017,1,4.18,4.18,4.18,0.0,3.0096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
385.6,8,0.0,7,6,2017,5,48.2,48.2,48.2,0.0,111.824,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
35.82,9,0.0,7,6,2017,5,3.98,3.98,3.98,0.0,11.8206,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
200.064,3,0.2,4,8,2017,4,66.688,66.688,66.688,40.0128,12.504,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
21.38,5,0.8,4,8,2017,4,4.276,4.276,4.276,17.104,-33.139,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.744,4,0.8,4,8,2017,4,1.686,1.686,1.686,5.3952,-11.4648,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63.686,1,0.3,6,12,2017,0,63.686,63.686,63.686,19.1058,-9.098,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1669.6,4,0.0,4,12,2017,6,417.4,417.4,417.4,0.0,116.872,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
83.84,2,0.2,3,2,2014,0,41.92,41.92,41.92,16.768,27.248,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13.272,3,0.2,3,2,2014,0,4.424,4.424,4.424,2.6544000000000003,4.3134,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
21.336,7,0.2,3,2,2017,5,3.0479999999999996,3.0479999999999996,3.0479999999999996,4.2672,7.7343,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
16.52,5,0.2,5,4,2017,6,3.304,3.304,3.304,3.3040000000000003,2.065,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
206.112,6,0.2,5,12,2015,6,34.352,34.352,34.352,41.2224,48.9516,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
19.92,5,0.2,5,12,2015,6,3.9840000000000004,3.9840000000000004,3.9840000000000004,3.9840000000000004,6.723,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
198.272,8,0.2,5,12,2015,6,24.784,24.784,24.784,39.6544,61.96,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
247.104,6,0.2,5,12,2015,6,41.184000000000005,41.184000000000005,41.184000000000005,49.42080000000001,-58.6872,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
86.304,6,0.2,5,12,2015,6,14.384,14.384,14.384,17.2608,9.7092,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4.16,2,0.2,5,7,2016,4,2.08,2.08,2.08,0.8320000000000001,0.364,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11.648,2,0.2,5,7,2016,4,5.824,5.824,5.824,2.3296,3.3488,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
26.18,7,0.0,3,11,2015,5,3.7399999999999998,3.7399999999999998,3.7399999999999998,0.0,0.5236,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
7.3,2,0.0,3,11,2015,5,3.65,3.65,3.65,0.0,3.431,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
74.352,3,0.2,5,3,2015,3,24.784000000000002,24.784000000000002,24.784000000000002,14.870400000000002,23.235,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
10.744,1,0.2,5,8,2017,3,10.744,10.744,10.744,2.1488,0.8058,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
8.376,3,0.2,5,8,2017,3,2.792,2.792,2.792,1.6752,2.7222,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
212.88,6,0.0,4,12,2016,6,35.48,35.48,35.48,0.0,0.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
203.983,2,0.15,4,2,2017,4,101.9915,101.9915,101.9915,30.59745,16.7986,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
40.74,3,0.0,4,10,2016,5,13.58,13.58,13.58,0.0,0.4074,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
11.67,3,0.0,4,10,2016,5,3.89,3.89,3.89,0.0,3.0342,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
39.99,1,0.0,2,9,2017,4,39.99,39.99,39.99,0.0,11.5971,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
16.28,2,0.0,2,9,2017,4,8.14,8.14,8.14,0.0,6.512,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
782.94,3,0.0,2,9,2017,4,260.98,260.98,260.98,0.0,203.5644,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
242.48,7,0.0,2,9,2017,4,34.64,34.64,34.64,0.0,116.3904,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8.32,5,0.2,5,3,2014,1,1.6640000000000001,1.6640000000000001,1.6640000000000001,1.6640000000000001,2.288,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
10.464,6,0.2,5,3,2014,1,1.744,1.744,1.744,2.0928,1.7004,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
82.896,3,0.2,4,2,2014,1,27.632,27.632,27.632,16.5792,29.0136,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
34.24,4,0.0,4,2,2014,1,8.56,8.56,8.56,0.0,16.0928,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1573.488,7,0.2,4,12,2014,2,224.78400000000002,224.78400000000002,224.78400000000002,314.6976,196.686,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
335.52,4,0.2,4,11,2015,0,83.88,83.88,83.88,67.104,117.432,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
23.912,2,0.8,4,11,2015,0,11.956,11.956,11.956,19.1296,-40.6504,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27.056,2,0.2,4,11,2015,0,13.528,13.528,13.528,5.411200000000001,2.3674,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
559.992,1,0.2,2,7,2014,6,559.992,559.992,559.992,111.9984,174.9975,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
9.324,6,0.8,5,11,2017,0,1.554,1.554,1.554,7.4592,-24.7086,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111.96,2,0.0,5,6,2016,4,55.98,55.98,55.98,0.0,54.8604,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
21.56,7,0.0,2,5,2014,5,3.0799999999999996,3.0799999999999996,3.0799999999999996,0.0,10.3488,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
124.75,5,0.0,5,10,2017,0,24.95,24.95,24.95,0.0,57.385,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.28,3,0.0,7,2,2015,4,1.76,1.76,1.76,0.0,1.5312,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
91.96,4,0.0,4,9,2017,0,22.99,22.99,22.99,0.0,39.5428,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9.344,1,0.2,6,5,2016,0,9.344,9.344,9.344,1.8688,3.504,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
79.36,5,0.2,6,5,2016,0,15.872,15.872,15.872,15.872,9.92,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
171.96,2,0.0,2,3,2015,0,85.98,85.98,85.98,0.0,44.7096,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
35.352,9,0.2,4,4,2016,5,3.9279999999999995,3.9279999999999995,3.9279999999999995,7.070399999999999,12.8151,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
18.9,6,0.0,5,4,2014,4,3.15,3.15,3.15,0.0,9.072,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2.78,1,0.0,1,9,2017,1,2.78,2.78,2.78,0.0,0.7228,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1044.63,5,0.4,0,6,2017,4,208.92600000000002,208.92600000000002,208.92600000000002,417.8520000000001,-295.9785,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
11.352,3,0.2,0,11,2015,0,3.7840000000000003,3.7840000000000003,3.7840000000000003,2.2704,4.1151,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
354.9,5,0.0,0,3,2014,1,70.97999999999999,70.97999999999999,70.97999999999999,0.0,17.745,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
453.576,3,0.2,6,3,2015,3,151.192,151.192,151.192,90.71520000000001,39.6879,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
21.48,3,0.2,1,11,2015,6,7.16,7.16,7.16,4.296,-0.2685,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.784,4,0.8,1,11,2015,6,2.196,2.196,2.196,7.027200000000001,-13.6152,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122.97,3,0.0,0,6,2017,6,40.99,40.99,40.99,0.0,60.2553,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
12.84,3,0.0,4,11,2017,6,4.28,4.28,4.28,0.0,3.7236,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
603.92,5,0.2,2,11,2014,6,120.78399999999999,120.78399999999999,120.78399999999999,120.78399999999999,-67.941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
21.84,3,0.0,2,11,2014,6,7.28,7.28,7.28,0.0,10.4832,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
29.99,1,0.0,2,11,2014,6,29.99,29.99,29.99,0.0,6.2979,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
381.44,2,0.2,2,11,2014,6,190.72,190.72,190.72,76.288,23.84,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
40.68,3,0.2,3,12,2014,0,13.56,13.56,13.56,8.136000000000001,-9.153,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
763.28,5,0.3,3,12,2014,0,152.656,152.656,152.656,228.98399999999998,-21.808,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.952,2,0.2,5,4,2016,4,11.976,11.976,11.976,4.790400000000001,2.3952,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
4.98,1,0.0,4,5,2016,0,4.98,4.98,4.98,0.0,2.4402,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
170.88,3,0.0,3,2,2016,5,56.96,56.96,56.96,0.0,49.5552,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
307.98,2,0.0,3,8,2015,6,153.99,153.99,153.99,0.0,89.3142,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
382.806,9,0.4,3,8,2015,6,42.534,42.534,42.534,153.1224,-153.1224,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41.96,2,0.0,3,8,2015,6,20.98,20.98,20.98,0.0,2.9372,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1217.568,2,0.2,3,8,2015,6,608.784,608.784,608.784,243.5136,456.588,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
47.04,3,0.0,3,8,2015,6,15.68,15.68,15.68,0.0,18.3456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
6.16,2,0.0,3,8,2015,6,3.08,3.08,3.08,0.0,2.9568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
979.95,5,0.0,3,8,2015,6,195.99,195.99,195.99,0.0,274.386,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
143.7,3,0.0,3,8,2015,6,47.9,47.9,47.9,0.0,68.976,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
10.65,3,0.0,3,8,2015,6,3.5500000000000003,3.5500000000000003,3.5500000000000003,0.0,5.0055,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
247.8,4,0.0,3,8,2015,6,61.95,61.95,61.95,0.0,34.692,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10.96,4,0.0,4,5,2016,3,2.74,2.74,2.74,0.0,2.9592,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
33.488,7,0.2,4,4,2016,4,4.784,4.784,4.784,6.6976,5.8604,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.04,5,0.2,4,4,2016,4,1.6079999999999999,1.6079999999999999,1.6079999999999999,1.6079999999999999,2.9145,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
201.568,4,0.2,2,6,2015,1,50.392,50.392,50.392,40.31360000000001,22.6764,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
13.44,3,0.0,0,10,2014,6,4.4799999999999995,4.4799999999999995,4.4799999999999995,0.0,6.5856,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
359.058,3,0.3,3,3,2015,1,119.68599999999999,119.68599999999999,119.68599999999999,107.7174,-35.9058,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.992,2,0.3,4,5,2017,0,23.996,23.996,23.996,14.397599999999999,-2.0568,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
547.3,13,0.0,2,10,2017,0,42.099999999999994,42.099999999999994,42.099999999999994,0.0,175.136,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
16.896,4,0.2,2,11,2017,6,4.224,4.224,4.224,3.3792000000000004,5.28,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6.672,1,0.2,2,11,2017,6,6.672,6.672,6.672,1.3344,0.5004,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
99.136,4,0.2,2,11,2017,6,24.784,24.784,24.784,19.8272,8.6744,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.992,2,0.6,2,11,2017,6,7.996,7.996,7.996,9.5952,-13.993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
211.96,2,0.0,5,5,2016,6,105.98,105.98,105.98,0.0,42.392,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
6.672,3,0.2,6,12,2016,6,2.2239999999999998,2.2239999999999998,2.2239999999999998,1.3344,1.668,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
155.94,6,0.0,4,11,2017,3,25.99,25.99,25.99,0.0,45.2226,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
39.96,5,0.2,5,4,2016,1,7.992,7.992,7.992,7.992000000000001,12.987,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
5.46,3,0.0,5,4,2016,1,1.82,1.82,1.82,0.0,1.5288,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
73.2,5,0.0,5,4,2016,1,14.64,14.64,14.64,0.0,21.228,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5.84,1,0.2,5,4,2016,1,5.84,5.84,5.84,1.168,1.971,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
22.72,4,0.0,5,4,2016,1,5.68,5.68,5.68,0.0,10.224,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
9.336,3,0.2,5,4,2016,1,3.112,3.112,3.112,1.8672000000000002,3.2676,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
290.666,2,0.15,4,5,2014,0,145.333,145.333,145.333,43.5999,27.3568,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
201.584,2,0.2,4,5,2014,0,100.792,100.792,100.792,40.3168,20.1584,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
83.984,2,0.2,4,5,2014,0,41.992,41.992,41.992,16.7968,31.494,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1000.02,7,0.0,4,12,2017,3,142.85999999999999,142.85999999999999,142.85999999999999,0.0,290.0058,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
83.976,3,0.2,4,3,2016,1,27.992,27.992,27.992,16.7952,-13.6461,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.75,1,0.0,6,8,2015,0,3.75,3.75,3.75,0.0,1.8,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
41.4,4,0.0,6,8,2015,0,10.35,10.35,10.35,0.0,19.872,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29.79,3,0.0,6,8,2015,0,9.93,9.93,9.93,0.0,12.5118,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59.48,2,0.0,4,9,2016,5,29.74,29.74,29.74,0.0,8.922,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
6.69,1,0.0,4,9,2016,5,6.69,6.69,6.69,0.0,3.0774,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
198.46,2,0.0,7,7,2017,5,99.23,99.23,99.23,0.0,99.23,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
786.48,8,0.0,7,7,2017,5,98.31,98.31,98.31,0.0,385.3752,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
23.168,2,0.2,7,7,2017,5,11.584,11.584,11.584,4.6336,7.8192,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
50.0,2,0.0,7,7,2017,5,25.0,25.0,25.0,0.0,10.5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
675.96,5,0.2,5,12,2015,5,135.192,135.192,135.192,135.192,84.495,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1265.85,3,0.0,5,12,2015,5,421.95,421.95,421.95,0.0,556.974,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
523.25,5,0.0,6,11,2015,0,104.65,104.65,104.65,0.0,141.2775,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
517.5,6,0.0,6,9,2015,3,86.25,86.25,86.25,0.0,155.25,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
17.92,5,0.2,4,6,2017,2,3.5840000000000005,3.5840000000000005,3.5840000000000005,3.5840000000000005,2.464,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
41.256,6,0.7,4,6,2017,2,6.876,6.876,6.876,28.879199999999997,-34.38,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
